txn_id,customer_id,account_number,date_time,channel,direction,amount_naira,counterparty,counterparty_bank,narration,status,debited,beneficiary_credited,on_us,reversal_status,reversal_due,reversal_completed_at,reference,balance_after
TXN-004255,CUS-0346,9910643132,2026-08-21 00:34,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT324753894026,346100
TXN-002200,CUS-0179,9929958470,2026-08-21 00:35,TRANSFER,debit,35000,Bello U**r,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT885595545072,63500
TXN-004195,CUS-0341,9911918995,2026-08-21 00:36,TRANSFER,debit,20000,Kelechi F*****a,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT848774924156,144200
TXN-003221,CUS-0260,9952562853,2026-08-21 00:48,POS,debit,12500,Mama Put Kitchen,,POS purchase,successful,yes,,,,,,ENT849102723092,207700
TXN-005643,CUS-0457,9951470242,2026-08-21 00:48,POS,debit,22000,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT824829887833,77000
TXN-004587,CUS-0372,9937583244,2026-08-21 00:51,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT645956814545,986700
TXN-005879,CUS-0476,9990474627,2026-08-21 00:56,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT973681504815,2830300
TXN-003930,CUS-0319,9964510647,2026-08-21 01:41,TRANSFER,debit,100000,Titilayo N***u,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT366894570009,527200
TXN-003194,CUS-0257,9903889054,2026-08-21 02:00,POS,debit,7800,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT730298399863,978200
TXN-004892,CUS-0396,9979503876,2026-08-21 02:00,TRANSFER,debit,50000,Emeka E**t,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT783120035333,350000
TXN-005001,CUS-0405,9968853106,2026-08-21 02:16,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT626372872786,275200
TXN-000893,CUS-0074,9981299914,2026-08-21 02:20,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT211445382317,157000
TXN-005022,CUS-0407,9927834375,2026-08-21 02:31,TRANSFER,debit,100000,Musa S**e,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT166129071854,467500
TXN-001391,CUS-0114,9944317367,2026-08-21 02:39,TRANSFER,debit,35000,Rukayya O*i,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT556452061408,200500
TXN-005218,CUS-0423,9996846104,2026-08-21 03:01,ATM,debit,40000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT447036015893,2509700
TXN-001828,CUS-0150,9986703642,2026-08-21 03:10,POS,debit,1500,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT328366359665,1012000
TXN-003597,CUS-0291,9978065578,2026-08-21 03:11,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT837382100693,254600
TXN-005802,CUS-0470,9929794391,2026-08-21 03:19,POS,debit,3500,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT664665888904,494100
TXN-000259,CUS-0022,9965384535,2026-08-21 03:47,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT152044290841,743000
TXN-003981,CUS-0323,9954538030,2026-08-21 04:17,TRANSFER,debit,50000,Folake E****g,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT709086474984,590600
TXN-004548,CUS-0369,9982914423,2026-08-21 04:22,TRANSFER,debit,35000,Joy A***n,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT968207779700,494000
TXN-000809,CUS-0067,9964668631,2026-08-21 04:41,WEB,debit,4500,Lekki Luxury Stores,,Online card payment,successful,yes,,,,,,ENT407877403326,689000
TXN-004711,CUS-0382,9965825920,2026-08-21 05:02,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT428569061111,1109000
TXN-004060,CUS-0330,9955477122,2026-08-21 05:22,POS,debit,7800,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT792386000206,2608700
TXN-002036,CUS-0166,9936354926,2026-08-21 05:48,TRANSFER,debit,20000,Zainab O*****o,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT526116627774,582500
TXN-005535,CUS-0448,9949863391,2026-08-21 06:26,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT633403388603,87500
TXN-002128,CUS-0173,9937785973,2026-08-21 06:44,TRANSFER,debit,100000,Seun A***u,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT372658179243,833500
TXN-004376,CUS-0355,9924902182,2026-08-21 07:02,USSD,debit,5000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT147385683466,90500
TXN-004435,CUS-0360,9950802361,2026-08-21 07:05,POS,debit,1500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT488077502121,2862000
TXN-005307,CUS-0430,9922159393,2026-08-21 07:08,POS,debit,7800,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT883033980749,120700
TXN-005618,CUS-0455,9902792166,2026-08-21 07:12,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT135185681358,700500
TXN-001727,CUS-0142,9986367800,2026-08-21 07:28,POS,debit,3500,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT116739967279,970500
TXN-001212,CUS-0100,9919172290,2026-08-21 07:48,WEB,debit,15000,StreamFlix (fictional),,Online card payment,successful,yes,,,,,,ENT630688103520,2389700
TXN-003498,CUS-0282,9946306844,2026-08-21 08:01,TRANSFER,debit,20000,Segun O*****o,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT215362960332,1457300
TXN-002329,CUS-0190,9967378530,2026-08-21 08:10,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT651010433566,1419700
TXN-004203,CUS-0342,9945277907,2026-08-21 08:11,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT116010848514,886000
TXN-000368,CUS-0031,9984951838,2026-08-21 08:32,TRANSFER,debit,100000,Segun S***u,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT402914071386,405100
TXN-003883,CUS-0315,9960596727,2026-08-21 09:19,TRANSFER,debit,50000,Mercy O***o,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT775261886479,1056000
TXN-001388,CUS-0114,9944317367,2026-08-21 09:34,TRANSFER,debit,20000,Lola O****r,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT841927859962,180500
TXN-005942,CUS-0481,9939475693,2026-08-21 10:47,TRANSFER,debit,10000,Efe O****e,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT447695432804,210200
TXN-001175,CUS-0097,9961807567,2026-08-21 11:00,POS,debit,12500,Filling Station (fictional),,POS purchase,successful,yes,,,,,,ENT481816138676,2558700
TXN-003034,CUS-0244,9931572552,2026-08-21 11:41,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT314676097235,71600
TXN-001058,CUS-0088,9912668692,2026-08-21 11:53,POS,debit,22000,Mama Put Kitchen,,POS purchase,successful,yes,,,,,,ENT812545013482,28000
TXN-003653,CUS-0295,9991259758,2026-08-21 11:54,USSD,debit,5000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT609067717414,472000
TXN-005056,CUS-0410,9922696173,2026-08-21 11:56,TRANSFER,debit,10000,Tunde N*******u,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT703894672431,68500
TXN-000866,CUS-0072,9904030042,2026-08-21 12:10,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT790075685709,2653500
TXN-005577,CUS-0452,9921145268,2026-08-21 12:25,TRANSFER,debit,50000,Ibrahim U**h,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT482513914667,62200
TXN-002840,CUS-0230,9946252003,2026-08-21 12:32,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT605518190006,432500
TXN-000908,CUS-0075,9926436628,2026-08-21 12:38,POS,debit,45000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT569778550867,126000
TXN-002279,CUS-0186,9978728285,2026-08-21 12:50,ATM,debit,40000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT851155057203,2446500
TXN-000453,CUS-0038,9928667534,2026-08-21 13:05,POS,debit,12500,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT642329031895,199000
TXN-006164,CUS-0498,9973945097,2026-08-21 13:26,POS,debit,22000,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT129374701843,879500
TXN-005444,CUS-0441,9989912305,2026-08-21 13:31,TRANSFER,debit,20000,Kelechi Y***f,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT905143858965,131000
TXN-001743,CUS-0143,9964197110,2026-08-21 13:56,POS,debit,22000,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT352845040873,967500
TXN-003506,CUS-0283,9992725775,2026-08-21 14:00,POS,debit,3500,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT902133481198,285400
TXN-000932,CUS-0077,9956378276,2026-08-21 15:10,WEB,debit,15000,StreamFlix (fictional),,Online card payment,successful,yes,,,,,,ENT375453639361,306000
TXN-000165,CUS-0014,9922264686,2026-08-21 15:11,TRANSFER,debit,35000,Folake G***a,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT321246811257,131500
TXN-002553,CUS-0207,9954079211,2026-08-21 15:15,USSD,debit,5000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT711185442976,437200
TXN-004218,CUS-0343,9922438945,2026-08-21 15:22,TRANSFER,debit,20000,Amaka F*****a,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT162329773869,394500
TXN-000148,CUS-0013,9918603208,2026-08-21 15:23,WEB,debit,2500,Bolt-like Rides (fictional),,Online card payment,successful,yes,,,,,,ENT693722883197,998000
TXN-002116,CUS-0172,9933836620,2026-08-21 15:24,POS,debit,7800,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT743986301060,917200
TXN-000518,CUS-0043,9985469059,2026-08-21 16:00,TRANSFER,debit,35000,Abubakar O***e,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT677400794165,254000
TXN-001734,CUS-0142,9986367800,2026-08-21 16:05,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT198452290802,970000
TXN-001579,CUS-0129,9901919652,2026-08-21 16:27,POS,debit,1500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT597014216354,166500
TXN-001179,CUS-0097,9961807567,2026-08-21 16:52,POS,debit,1500,Mama Put Kitchen,,POS purchase,successful,yes,,,,,,ENT288057785914,2557200
TXN-001150,CUS-0095,9966981433,2026-08-21 17:01,TRANSFER,debit,5000,Mercy E*e,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT704764135374,468200
TXN-005886,CUS-0476,9990474627,2026-08-21 17:17,TRANSFER,debit,35000,Uche A*******i,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT252498576199,2795300
TXN-005161,CUS-0418,9975201362,2026-08-21 17:25,TRANSFER,debit,35000,Chinedu L***l,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT353067853436,2936300
TXN-003380,CUS-0273,9935986265,2026-08-21 17:26,POS,debit,1500,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT212082001071,259500
TXN-004321,CUS-0351,9935890704,2026-08-21 17:48,POS,debit,12500,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT681542034634,182500
TXN-000817,CUS-0068,9934217233,2026-08-21 17:49,WEB,debit,2500,Bolt-like Rides (fictional),,Online card payment,successful,yes,,,,,,ENT341421062540,564000
TXN-005233,CUS-0424,9968184455,2026-08-21 18:39,POS,debit,3500,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT858927354488,161600
TXN-003942,CUS-0320,9939671395,2026-08-21 18:47,TRANSFER,debit,50000,Chiamaka A*****o,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT354273233834,330900
TXN-004953,CUS-0401,9916928668,2026-08-21 19:17,TRANSFER,debit,20000,Aminu I*e,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT958533030776,59000
TXN-006174,CUS-0499,9952647161,2026-08-21 19:33,POS,debit,45000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT273666702177,106000
TXN-003587,CUS-0290,9927406438,2026-08-21 20:08,POS,debit,7800,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT641653152466,697200
TXN-004820,CUS-0391,9920137304,2026-08-21 20:35,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT377755495819,713500
TXN-001268,CUS-0105,9972234888,2026-08-21 20:37,POS,debit,22000,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT344522736249,482600
TXN-003156,CUS-0254,9910485144,2026-08-21 20:38,TRANSFER,debit,35000,Segun B****e,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT511517149582,1423000
TXN-004179,CUS-0340,9968650702,2026-08-21 20:38,POS,debit,7800,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT972240272540,494700
TXN-003384,CUS-0273,9935986265,2026-08-21 20:41,POS,debit,22000,Market Stall POS,,POS purchase,successful,yes,,,,,,ENT145751326723,237500
TXN-002271,CUS-0185,9962334551,2026-08-21 21:06,USSD,debit,5000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT757175437877,3500
TXN-005317,CUS-0431,9985406888,2026-08-21 22:10,POS,debit,1500,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT936564069523,2533500
TXN-005343,CUS-0433,9973633995,2026-08-21 22:27,POS,debit,45000,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT321168572601,910000
TXN-002854,CUS-0231,9987407604,2026-08-21 22:33,TRANSFER,debit,35000,Daniel U**h,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT796632020077,105500
TXN-000310,CUS-0026,9905154382,2026-08-21 23:22,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT388323848778,327200
TXN-004042,CUS-0328,9932477086,2026-08-21 23:37,TRANSFER,debit,10000,Adebayo O******i,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT755387771218,2659700
TXN-003939,CUS-0320,9939671395,2026-08-22 00:21,POS,debit,22000,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT785737728039,308900
TXN-002870,CUS-0232,9902084385,2026-08-22 00:22,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT423352374666,926500
TXN-001002,CUS-0083,9950496570,2026-08-22 00:29,POS,debit,12500,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT133211951936,140500
TXN-005866,CUS-0475,9942169114,2026-08-22 00:33,TRANSFER,debit,10000,Ebere O*u,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT561849366241,229000
TXN-005054,CUS-0410,9922696173,2026-08-22 00:48,POS,debit,7800,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT284545625939,60700
TXN-006168,CUS-0498,9973945097,2026-08-22 00:49,POS,debit,45000,Market Stall POS,,POS purchase,successful,yes,,,,,,ENT787996624038,834500
TXN-001311,CUS-0108,9976125398,2026-08-22 00:51,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT151199104518,112000
TXN-004133,CUS-0336,9952764504,2026-08-22 01:14,POS,debit,45000,Mama Put Kitchen,,POS purchase,successful,yes,,,,,,ENT173920059749,616300
TXN-005667,CUS-0459,9996173946,2026-08-22 01:14,TRANSFER,debit,20000,Ese S**e,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT623033135768,163000
TXN-002331,CUS-0190,9967378530,2026-08-22 01:24,TRANSFER,debit,5000,Tunde N*******u,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT868688783266,1414700
TXN-003019,CUS-0243,9951135288,2026-08-22 01:38,TRANSFER,debit,20000,Tope B***o,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT331312264110,126500
TXN-004094,CUS-0333,9934134297,2026-08-22 01:45,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT874018170583,190000
TXN-000255,CUS-0021,9964529128,2026-08-22 01:50,POS,debit,22000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT807003242822,124000
TXN-003473,CUS-0280,9952498676,2026-08-22 02:01,POS,debit,7800,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT819846028070,697200
TXN-001367,CUS-0112,9942365966,2026-08-22 02:13,POS,debit,12500,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT871970063945,242500
TXN-003610,CUS-0292,9969206472,2026-08-22 02:21,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT359847968142,611600
TXN-001466,CUS-0120,9939956816,2026-08-22 02:24,POS,debit,22000,Mama Put Kitchen,,POS purchase,successful,yes,,,,,,ENT358010784548,1106200
TXN-000659,CUS-0054,9918621076,2026-08-22 02:26,TRANSFER,debit,20000,Grace S***u,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT293706864505,391700
TXN-000892,CUS-0074,9981299914,2026-08-22 03:07,POS,debit,45000,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT569937383602,112000
TXN-004086,CUS-0332,9988059718,2026-08-22 03:26,WEB,debit,2500,Bolt-like Rides (fictional),,Online card payment,successful,yes,,,,,,ENT791819475783,3046200
TXN-001621,CUS-0132,9913900264,2026-08-22 03:32,ATM,debit,20000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT142428663921,2532500
TXN-000566,CUS-0047,9969585190,2026-08-22 03:37,TRANSFER,debit,35000,Obinna I**e,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT905399174394,120000
TXN-002373,CUS-0193,9961766752,2026-08-22 04:49,TRANSFER,debit,5000,Funke O******i,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT175308086342,453000
TXN-004499,CUS-0365,9966800555,2026-08-22 06:06,POS,debit,1500,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT805788771541,1040500
TXN-004310,CUS-0350,9941377678,2026-08-22 06:10,POS,debit,7800,Filling Station (fictional),,POS purchase,successful,yes,,,,,,ENT572429903111,1329900
TXN-005975,CUS-0483,9956134913,2026-08-22 06:12,POS,debit,12500,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT389039672497,157000
TXN-001223,CUS-0101,9971745143,2026-08-22 06:21,ATM,debit,40000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT181076047538,2492000
TXN-000944,CUS-0078,9938696953,2026-08-22 06:26,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT710365528311,2576500
TXN-003559,CUS-0287,9969449775,2026-08-22 07:17,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT766136233759,149000
TXN-000939,CUS-0078,9938696953,2026-08-22 07:40,POS,debit,45000,Mama Put Kitchen,,POS purchase,successful,yes,,,,,,ENT612026866708,2531500
TXN-005179,CUS-0420,9939184404,2026-08-22 07:43,POS,debit,12500,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT526962930033,963000
TXN-006047,CUS-0489,9904477391,2026-08-22 08:00,WEB,debit,2500,StreamFlix (fictional),,Online card payment,successful,yes,,,,,,ENT117533459382,75000
TXN-000193,CUS-0016,9982141621,2026-08-22 08:01,POS,debit,22000,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT712559746689,444000
TXN-003443,CUS-0278,9932946850,2026-08-22 08:11,POS,debit,12500,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT411755101351,750000
TXN-002005,CUS-0164,9963544644,2026-08-22 08:43,POS,debit,7800,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT952428354299,960400
TXN-001025,CUS-0085,9920987695,2026-08-22 08:46,TRANSFER,debit,10000,Victor D*****a,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT129891481485,942200
TXN-002765,CUS-0224,9958085404,2026-08-22 09:02,POS,debit,3500,Filling Station (fictional),,POS purchase,successful,yes,,,,,,ENT928546108082,2474500
TXN-001389,CUS-0114,9944317367,2026-08-22 09:45,POS,debit,3500,Filling Station (fictional),,POS purchase,successful,yes,,,,,,ENT633916905823,177000
TXN-001009,CUS-0084,9996444694,2026-08-22 09:48,POS,debit,22000,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT417300666857,148200
TXN-004916,CUS-0398,9963495400,2026-08-22 10:13,POS,debit,22000,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT815563195703,250500
TXN-001827,CUS-0150,9986703642,2026-08-22 10:20,POS,debit,22000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT613188801722,990000
TXN-005817,CUS-0471,9943902366,2026-08-22 10:34,WEB,debit,2500,StreamFlix (fictional),,Online card payment,successful,yes,,,,,,ENT624429633785,25000
TXN-002297,CUS-0187,9956885470,2026-08-22 10:43,USSD,debit,5000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT724657909902,2574500
TXN-002728,CUS-0221,9995401710,2026-08-22 10:52,WEB,debit,2500,StreamFlix (fictional),,Online card payment,successful,yes,,,,,,ENT283170146484,584700
TXN-003901,CUS-0316,9928767202,2026-08-22 10:55,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT770236669241,1284500
TXN-001178,CUS-0097,9961807567,2026-08-22 11:08,POS,debit,45000,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT184828627212,2512200
TXN-001739,CUS-0143,9964197110,2026-08-22 11:25,TRANSFER,debit,10000,Emmanuel I**e,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT415040116444,957500
TXN-002237,CUS-0182,9979765655,2026-08-22 12:25,POS,debit,12500,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT826210958207,452500
TXN-004093,CUS-0333,9934134297,2026-08-22 12:26,WEB,debit,2500,StreamFlix (fictional),,Online card payment,successful,yes,,,,,,ENT577379025700,187500
TXN-005100,CUS-0413,9988958664,2026-08-22 12:40,ATM,debit,40000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT637948211045,2476500
TXN-000586,CUS-0048,9972987112,2026-08-22 12:41,WEB,debit,15000,QuickBuy Online (fictional),,Online card payment,successful,yes,,,,,,ENT206812646968,2771300
TXN-001487,CUS-0122,9920453316,2026-08-22 12:47,POS,debit,3500,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT354036065946,2527500
TXN-002956,CUS-0238,9937467651,2026-08-22 12:58,POS,debit,22000,Mama Put Kitchen,,POS purchase,successful,yes,,,,,,ENT297710944515,220200
TXN-000634,CUS-0052,9965013327,2026-08-22 13:09,TRANSFER,debit,100000,Blessing D*****a,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT453716505042,2413400
TXN-002787,CUS-0226,9909301930,2026-08-22 13:16,POS,debit,7800,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT440358217572,230900
TXN-002829,CUS-0229,9993322503,2026-08-22 13:26,POS,debit,1500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT925592755229,509000
TXN-003446,CUS-0278,9932946850,2026-08-22 13:34,POS,debit,7800,Mama Put Kitchen,,POS purchase,successful,yes,,,,,,ENT502370530513,742200
TXN-003529,CUS-0285,9943032214,2026-08-22 13:34,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT386719700931,1506000
TXN-005427,CUS-0440,9953918603,2026-08-22 13:46,TRANSFER,debit,10000,Uche N*******u,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT467803100747,451600
TXN-004628,CUS-0375,9951549033,2026-08-22 13:58,POS,debit,3500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT428468773642,305500
TXN-003983,CUS-0323,9954538030,2026-08-22 14:04,TRANSFER,debit,50000,Fatima Y***f,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT390682012494,540600
TXN-005230,CUS-0424,9968184455,2026-08-22 14:05,TRANSFER,debit,100000,Femi O***o,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT504981241895,61600
TXN-003838,CUS-0311,9977866026,2026-08-22 14:33,WEB,debit,9900,StreamFlix (fictional),,Online card payment,successful,yes,,,,,,ENT208083337593,296600
TXN-004234,CUS-0344,9972087668,2026-08-22 14:36,POS,debit,22000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT239089292107,141000
TXN-002967,CUS-0239,9963646907,2026-08-22 14:56,ATM,debit,40000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT122111813476,391500
TXN-002260,CUS-0184,9912799315,2026-08-22 14:59,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT775457278322,1193600
TXN-003505,CUS-0283,9992725775,2026-08-22 15:04,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT439255040807,284400
TXN-000838,CUS-0070,9980801000,2026-08-22 15:08,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT134829744257,659500
TXN-003811,CUS-0309,9907735405,2026-08-22 15:17,POS,debit,22000,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT257686245799,997600
TXN-000850,CUS-0071,9903048877,2026-08-22 15:30,WEB,debit,15000,QuickBuy Online (fictional),,Online card payment,successful,yes,,,,,,ENT697501152640,253000
TXN-003132,CUS-0252,9937906660,2026-08-22 15:44,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT338287955495,941300
TXN-003590,CUS-0290,9927406438,2026-08-22 16:09,POS,debit,7800,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT315134128300,689400
TXN-001561,CUS-0128,9943949119,2026-08-22 16:13,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT887163009776,177000
TXN-002731,CUS-0221,9995401710,2026-08-22 16:14,POS,debit,45000,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT734132657554,539700
TXN-002813,CUS-0228,9954375149,2026-08-22 16:20,TRANSFER,debit,5000,Kelechi U**h,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT948419173952,539500
TXN-002009,CUS-0164,9963544644,2026-08-22 17:41,TRANSFER,debit,20000,Ngozi I**e,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT528286398955,940400
TXN-005608,CUS-0454,9915943156,2026-08-22 18:07,TRANSFER,debit,10000,Idara S***u,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT687266568281,2505500
TXN-002515,CUS-0204,9937567822,2026-08-22 18:10,WEB,debit,9900,Bolt-like Rides (fictional),,Online card payment,successful,yes,,,,,,ENT438035181761,293600
TXN-002751,CUS-0223,9973866346,2026-08-22 18:15,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT453493098926,117500
